saScore,perplexitySource,perplexityTarget,same,cgscore,hassourcecl,hastargetcl,caplettersworddif,onlycaplettersdif,hassourceurl,hastargeturl,urlsim,hassourcetag,hastargettag,tagsim,hassourcenameentity,hastargetnameentity,nersimilarity,hassourcenumber,hastargetnumber,numbersim,hassourceemail,hastargetemail,emailsim,hassourcepunctuation,hastargetpunctuation,punctsim,category
-0.15,2261.56,3826.91,0.0,-1.0540122324,1.0,1.0,0.214285714286,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.408248290464,0
0.31,773.39,662.76,0.0,3.17849360806,1.0,1.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.104828483672,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.11,5175.57,566.4,0.0,2.42319621765,1.0,1.0,0.159090909091,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.942908070944,0
1.93,2344.15,25437.66,0.0,-1.68083612647,1.0,1.0,0.222222222222,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.66,2144.66,7786.77,0.0,1.11636938932,0.0,1.0,0.875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.970142500145,0
2.87,5165.27,9333.22,0.0,-0.186897931885,1.0,1.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.612372435696,1.0,1.0,0.392198066459,0.0,0.0,1.0,0.0,0.0,0.992831448794,0
2.75,4772,10097.39,0.0,0.332490632157,1.0,1.0,0.166666666667,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.524142418361,1.0,1.0,0.490628352596,0.0,0.0,1.0,0.0,0.0,0.968904283304,0
0.38,655.33,975.19,0.0,1.18570939148,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,1
1.29,1476.39,486.8,0.0,1.36051972049,1.0,1.0,0.727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.894427191,1
2.55,7155.36,9962.34,0.0,0.377627456025,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.21,61.6,807.45,0.0,1.44942758913,1.0,1.0,0.181818181818,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.5,137.64,995.92,0.0,0.278569691464,1.0,1.0,0.727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.47,36.2,63.89,0.0,0.506129413216,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.33,358.05,121.31,0.0,0.438444701471,1.0,1.0,0.736842105263,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.964763821238,0
0.83,451.6,2045.57,0.0,1.16622536625,1.0,1.0,0.785714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.13,193.21,386,0.0,-1.23732671917,1.0,1.0,0.416666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
0.47,5710.19,65998.2,0.0,0.42362910093,1.0,1.0,0.375,0.285714285714,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.676123403783,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7,12698.9,57353.07,0.0,-0.542326144547,1.0,1.0,0.0833333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.554700196225,0
1.25,18675.24,42620.27,0.0,-1.26367560653,1.0,1.0,0.15,0.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.77151674981,0
2.27,48039.1,44514.8,0.0,-0.292213952965,1.0,1.0,0.05,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.894427191,0
0.82,159.78,745.29,0.0,3.06003072998,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.919866211008,0
0.31,52.5,930.44,0.0,0.525240700039,1.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.989949493661,0
-0.01,13886.06,525.58,0.0,-0.314755790146,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.338061701891,0
1.37,241.97,422.13,0.0,0.476330511622,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.816496580928,0
0.9,525.02,177.34,0.0,0.858238247823,1.0,1.0,0.416666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.267261241912,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,0
1.83,101.72,496.12,0.0,0.394600231323,1.0,1.0,0.266666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.37,84.5,158.91,0.0,0.186676357495,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.989949493661,1
0.48,284.74,374.92,0.0,1.502320187,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.980580675691,1
1.38,429.71,2366.15,0.0,1.13784228986,1.0,1.0,0.769230769231,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.997054485502,0
0.49,362.51,3394.53,0.0,-2.36394485852,1.0,1.0,0.588235294118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.755928946018,0
0.69,1524.33,6852.3,0.0,0.433112971131,1.0,1.0,0.363636363636,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.57735026919,0
0.91,204.4,2307.05,0.0,-0.996815278536,1.0,1.0,0.571428571429,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.989949493661,0
0.39,20.35,3334.5,0.0,2.67542421624,1.0,1.0,0.625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.63,119.41,3511.09,0.0,-1.81398531869,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.848528137424,0
0.94,1540.52,161.18,0.0,-0.44280744277,1.0,1.0,0.166666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,0
0.53,745.22,3176.73,0.0,1.93633731563,1.0,1.0,0.583333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57735026919,0
0.64,5225.19,892.46,0.0,-3.71429685931,1.0,1.0,0.133333333333,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.867721831275,0
-0.21,164.81,24916.78,0.0,1.64999200144,1.0,1.0,0.769230769231,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.816496580928,0
0.34,304.21,496.89,0.0,0.554775955966,1.0,1.0,0.541666666667,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.316227766017,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
-0.07,864.3,13170.83,0.0,-1.44922343002,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7,8493.6,39956.64,0.0,-0.190260597662,1.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.85,1796.19,8098.95,0.0,-0.224087500844,1.0,1.0,0.0454545454545,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.169030850946,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.01,383.7,291.05,0.0,0.0310535047022,1.0,1.0,0.0952380952381,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.436435780472,0
1.19,206.95,260.26,0.0,0.917367375991,0.0,1.0,0.875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
0.92,370.62,347.14,0.0,0.253085534122,1.0,1.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.27,289.6,691.94,0.0,-2.3067871528,1.0,1.0,0.210526315789,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.916698497028,0
0.57,121.41,493.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.23,511.16,652.64,0.0,0.576715120186,1.0,1.0,0.222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.85,248.34,31,0.0,-0.0409960030845,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.08,4019.17,46.55,0.0,0.328327238618,1.0,1.0,0.133333333333,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.471404520791,0
1.12,139.11,218.57,0.0,-0.0364808042909,1.0,1.0,0.571428571429,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,1
1.33,35.82,378.94,0.0,1.40610247955,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
0.82,163.6,160.06,0.0,-1.29356220083,1.0,1.0,0.166666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.676123403783,0
0.66,600.83,161.05,0.0,-1.21549503519,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
0.55,148.66,1650.62,0.0,1.50943540076,1.0,1.0,0.214285714286,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.38,681.82,1817.9,0.0,0.573236779769,1.0,1.0,0.352941176471,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.68,521,1170.01,0.0,0.994018434645,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.73029674334,0
0.93,285.5,7486.21,0.0,-2.93651674747,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.408248290464,0
2.42,259,642.64,0.0,1.25610649835,1.0,1.0,0.444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.4472135955,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
2.35,568.52,1803.72,0.0,-0.428152219379,1.0,1.0,0.3125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.272165526976,1.0,1.0,0.894427191,0.0,0.0,1.0,0.0,0.0,0.316227766017,0
-0.19,3421.85,1083.95,0.0,-0.0398726111414,1.0,1.0,0.181818181818,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.547722557505,0
0.3,5596.63,2471.18,0.0,-0.131533410441,1.0,1.0,0.3125,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.11,6375.76,158650.64,0.0,-1.8021436191,1.0,1.0,0.363636363636,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.42,254.2,440.53,0.0,0.955258527151,1.0,1.0,0.181818181818,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
0.09,176.87,3854.81,0.0,0.548860430197,1.0,1.0,0.352941176471,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.32,163.31,2974.09,0.0,0.243297120238,1.0,1.0,0.642857142857,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.830454798537,0
0.75,878.56,604.74,0.0,3.28542825141,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.929669680201,0
0.28,328.25,189.68,0.0,0.51343603081,1.0,1.0,0.357142857143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.14,762.2,529.18,0.0,-3.32123779145,1.0,1.0,0.0714285714286,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.744208407535,0
1.09,638.57,1189.88,0.0,0.426091660471,1.0,1.0,0.0714285714286,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.53,349.4,1191.68,0.0,-0.180462350317,1.0,1.0,0.285714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99751170962,0
-0.05,793.21,730.53,0.0,-2.87636771201,1.0,1.0,0.0384615384615,0.166666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.73029674334,0
1.94,1028.78,11646.51,0.0,-2.98173712834,1.0,1.0,0.210526315789,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4472135955,0
1.97,1197.44,4460.36,0.0,1.1760129829,1.0,1.0,0.269230769231,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.566946709514,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.738548945876,0
2.74,415.72,126.54,0.0,-0.680141752954,1.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.288675134595,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.618718433538,0
1.44,448.09,767.93,0.0,0.663637331509,1.0,1.0,0.461538461538,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.83,226.7,513.81,0.0,-0.656865344815,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.55,501.8,819.85,0.0,0.0488999016624,1.0,1.0,0.222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.32,355.91,284.33,0.0,0.797362683496,1.0,1.0,0.625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.894427191,1
1.15,29.82,28.79,0.0,0.566228516042,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.66,562.39,346.8,0.0,0.319076722359,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.408248290464,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.79,214.09,834.13,0.0,0.726108198183,1.0,1.0,0.444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,0
0.55,1849.19,950.78,0.0,0.976263333736,1.0,1.0,0.785714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.980580675691,0
-0.23,1116.54,35390.48,0.0,1.66785459744,1.0,1.0,0.730769230769,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0898026510134,0
0.37,877.24,343.25,0.0,0.471978454675,1.0,1.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.996545758245,0
0.91,374.52,1193.95,0.0,0.433092793024,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,1
1.07,120.03,429.44,0.0,0.657667052206,1.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.316227766017,1
0.61,396.83,965.4,0.0,0.637153986869,1.0,1.0,0.285714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
1.37,144.25,159.84,0.0,1.73027865165,1.0,1.0,0.823529411765,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99984614201,1
2.54,2704.72,3272.76,0.0,0.0595280279292,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
1.15,171.62,565.86,0.0,1.86016332951,1.0,1.0,0.625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,1
0.65,398.07,591.04,0.0,0.517282047337,1.0,1.0,0.571428571429,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
0.14,311.79,416.33,0.0,0.184581596415,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.572077553547,0
1.82,287.29,1118.22,0.0,-1.13917071752,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.23,430.79,790.42,0.0,0.383909297555,1.0,1.0,0.520833333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
0.67,421.08,831.09,0.0,-0.307113272816,1.0,1.0,0.470588235294,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.547722557505,0
0.32,470.27,220.76,0.0,-0.228947606248,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.48,449.35,891.33,0.0,0.325395686728,1.0,1.0,0.727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
-0.2,16482.31,856.55,0.0,2.62020101589,1.0,1.0,0.0714285714286,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.353553390593,0
0.81,65.49,1385.39,0.0,2.03952540204,1.0,1.0,0.470588235294,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.52174919475,0
1.19,135.49,128.22,0.0,0.891578689527,1.0,1.0,0.571428571429,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.28,177.56,204.13,0.0,1.55501811131,1.0,1.0,0.444444444444,0.666666666667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.816496580928,0
0.74,221.65,352.7,0.0,2.39802149686,1.0,1.0,0.363636363636,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.08,917.6,534.85,0.0,0.0,1.0,1.0,0.107142857143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1
1.95,64.08,85.24,0.0,0.255088760823,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.948683298051,1
2.03,854.17,745.67,0.0,0.0473832552524,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.62,685.67,1618.35,0.0,2.47619790621,1.0,1.0,0.695652173913,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.987829161147,0
1.37,75.43,143.86,0.0,0.721854951885,1.0,1.0,0.166666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,1
0.44,704.93,12246.98,0.0,-0.397652822492,1.0,1.0,0.444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.75,7631.55,1354.45,0.0,-1.68732297546,1.0,1.0,0.277777777778,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40081883402,0
0.24,58.81,598.93,0.0,1.84919486664,1.0,1.0,0.666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.42,69.58,5878.68,0.0,3.71364543245,1.0,1.0,0.722222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9838699101,0
1.73,705.73,683.82,0.0,0.038836781869,1.0,1.0,0.181818181818,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.927426033503,1
0.1,324.38,2405.33,0.0,-0.745698448752,1.0,1.0,0.0625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0
-0.0,397.64,457.08,0.0,3.32351495167,1.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.25,2896.83,4402.89,0.0,-0.433112971131,1.0,1.0,0.1875,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.707106781187,0
